# Run 2: x_init=0.486, y_init=0.419, heading_init=-2.875, lightX=0.595, lightY=0.757
timeStep,x,y,heading,sensorLeft,sensorMid,sensorRight,lightSensor,wheelLeft,wheelRight
249,0.362447,0.489299,-136.966431,0.000000,0.000000,0.000000,0.125852,-0.134030,0.019312
250,0.365470,0.498831,-137.477905,0.000000,0.000000,0.000000,0.119441,-0.142331,0.020476
251,0.372772,0.505663,-137.918427,0.000000,0.000000,0.008999,0.112658,-0.122700,0.017522
252,0.382290,0.508729,-138.412796,0.000000,0.107996,0.150995,0.106981,-0.137085,0.020277
253,0.392124,0.506912,-139.056625,0.207995,0.200995,0.106996,0.103795,-0.179062,0.025878
254,0.398898,0.499556,-139.644028,0.173994,0.000000,0.000000,0.104822,-0.164461,0.022515
255,0.400460,0.489679,-140.066605,0.000000,0.000000,0.000000,0.109394,-0.117639,0.016871
256,0.397834,0.480030,-140.550095,0.000000,0.000000,0.000000,0.115675,-0.134600,0.019302
257,0.391023,0.472708,-141.041626,0.000000,0.000000,0.000000,0.122520,-0.136740,0.019717
258,0.381563,0.469467,-141.720657,0.191995,0.000000,0.000000,0.128327,-0.189855,0.026285
259,0.372166,0.472886,-142.203094,0.000000,0.000000,0.000000,0.130476,-0.134238,0.019328
260,0.365428,0.480275,-142.706741,0.000000,0.000000,0.000000,0.129385,-0.140255,0.020062
261,0.363092,0.489999,-143.218948,0.000000,0.000000,0.000000,0.125177,-0.142540,0.020499
262,0.365822,0.499619,-143.729141,0.000000,0.000000,0.000000,0.118873,-0.142057,0.020342
263,0.372902,0.506681,-144.191971,0.000000,0.000000,0.000000,0.112089,-0.128869,0.018454
264,0.382390,0.509839,-144.649719,0.000000,0.106996,0.151995,0.106389,-0.126812,0.018894
265,0.392297,0.508479,-145.253387,0.202995,0.207995,0.128995,0.102944,-0.167856,0.024298
266,0.399681,0.501735,-145.904022,0.210995,0.026999,0.000000,0.103398,-0.181999,0.025106
267,0.401472,0.491896,-146.344147,0.000000,0.000000,0.000000,0.107820,-0.122508,0.017590
268,0.398900,0.482233,-146.833633,0.000000,0.000000,0.000000,0.114040,-0.136316,0.019495
269,0.392087,0.474913,-147.334030,0.000000,0.000000,0.000000,0.120838,-0.139224,0.020056
270,0.382597,0.471760,-147.954376,0.157994,0.000000,0.000000,0.126573,-0.173521,0.023944
271,0.373042,0.474710,-148.465256,0.000000,0.000000,0.000000,0.129053,-0.142139,0.020479
272,0.366150,0.481956,-148.952820,0.000000,0.000000,0.000000,0.128126,-0.135711,0.019484
273,0.363456,0.491586,-149.481720,0.000000,0.000000,0.000000,0.124164,-0.147303,0.021051
274,0.365988,0.501260,-149.932205,0.000000,0.000000,0.000000,0.117955,-0.125411,0.017985
275,0.372481,0.508866,-150.395706,0.000000,0.000000,0.000000,0.111188,-0.129085,0.018453
276,0.381688,0.512767,-150.905365,0.000000,0.075997,0.145995,0.105250,-0.141586,0.020641
277,0.391629,0.511680,-151.559753,0.193995,0.205995,0.133995,0.101634,-0.181875,0.026422
278,0.398855,0.504767,-152.135590,0.196995,0.000000,0.000000,0.102183,-0.161326,0.021969
