# Run 6: x_init=0.303, y_init=0.219, heading_init=-0.388, lightX=0.101, lightY=0.446
timeStep,x,y,heading,sensorLeft,sensorMid,sensorRight,lightSensor,wheelLeft,wheelRight,state
93,0.116033,0.350622,73.305840,0.100996,0.174994,0.161994,0.009301,0.800000,0.500000,WALL_FOLLOW_RIGHT
94,0.111051,0.341952,72.850784,0.000000,0.000000,0.000000,0.010909,0.137575,0.282425,SEEK_LIGHT
95,0.102765,0.336354,72.463226,0.000000,0.129995,0.249996,0.012015,0.148318,0.271682,SEEK_LIGHT
96,0.092977,0.334303,72.777382,0.232995,0.319997,0.330997,0.012539,0.700000,0.600000,WALL_FOLLOW_RIGHT
97,0.084303,0.329327,73.091537,0.105996,0.307997,0.386998,0.013897,0.700000,0.600000,WALL_FOLLOW_RIGHT
98,0.077590,0.321915,73.405693,0.000000,0.191995,0.374998,0.015957,0.700000,0.600000,WALL_FOLLOW_RIGHT
99,0.073497,0.312791,73.719849,0.000000,0.000000,0.258996,0.018516,0.700000,0.600000,WALL_FOLLOW_RIGHT
100,0.072423,0.302849,74.268661,0.000000,0.000000,0.000000,0.021324,0.297346,0.122654,SEEK_LIGHT
101,0.076694,0.293807,74.725677,0.000000,0.000000,0.000000,0.023764,0.282736,0.137264,SEEK_LIGHT
102,0.084516,0.287577,75.110291,0.000000,0.000000,0.000000,0.025372,0.271213,0.148787,SEEK_LIGHT
103,0.094104,0.284737,75.436646,0.000000,0.000000,0.000000,0.026046,0.261942,0.158058,SEEK_LIGHT
104,0.104097,0.285121,75.715416,0.000000,0.000000,0.000000,0.025875,0.254368,0.165632,SEEK_LIGHT
105,0.113598,0.288240,75.954887,0.000000,0.000000,0.000000,0.025022,0.248113,0.171887,SEEK_LIGHT
106,0.122088,0.293524,76.161636,0.051998,0.000000,0.000000,0.023661,0.242905,0.177095,SEEK_LIGHT
107,0.129313,0.300438,76.341003,0.215995,0.002000,0.000000,0.021952,0.238547,0.181453,SEEK_LIGHT
108,0.135189,0.308530,76.026848,0.322997,0.203995,0.000000,0.020024,0.600000,0.700000,WALL_FOLLOW_LEFT
109,0.143277,0.314410,75.712692,0.270996,0.000000,0.000000,0.019053,0.600000,0.700000,WALL_FOLLOW_LEFT
110,0.152787,0.317503,76.007248,0.062998,0.000000,0.000000,0.019134,0.256880,0.163120,SEEK_LIGHT
111,0.160989,0.323224,75.693092,0.334997,0.072997,0.000000,0.018607,0.600000,0.700000,WALL_FOLLOW_LEFT
112,0.170557,0.326130,76.016907,0.139995,0.000000,0.000000,0.019132,0.261536,0.158464,SEEK_LIGHT
113,0.178703,0.331930,75.702751,0.410998,0.184995,0.000000,0.018968,0.600000,0.700000,WALL_FOLLOW_LEFT
114,0.188243,0.334928,75.388596,0.251996,0.000000,0.000000,0.019858,0.600000,0.700000,WALL_FOLLOW_LEFT
115,0.198243,0.334832,75.802040,0.000000,0.000000,0.000000,0.021715,0.275802,0.144198,SEEK_LIGHT
116,0.207439,0.338761,75.487885,0.368998,0.000000,0.000000,0.022722,0.600000,0.700000,WALL_FOLLOW_LEFT
117,0.217398,0.339657,75.903656,0.000000,0.000000,0.000000,0.024741,0.276172,0.143828,SEEK_LIGHT
118,0.226148,0.344498,75.589500,0.475999,0.000000,0.000000,0.025840,0.600000,0.700000,WALL_FOLLOW_LEFT
119,0.235966,0.346400,76.005859,0.000000,0.000000,0.000000,0.028002,0.276266,0.143734,SEEK_LIGHT
120,0.244176,0.352109,79.147453,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
121,0.235966,0.346400,82.289047,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
122,0.244176,0.352109,85.430641,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
123,0.235966,0.346400,88.572235,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
124,0.244176,0.352109,91.713829,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
125,0.235966,0.346400,94.855423,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
126,0.244176,0.352109,97.997017,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
127,0.235966,0.346400,101.138611,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
128,0.244176,0.352109,104.280205,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
129,0.235966,0.346400,107.421799,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
130,0.244176,0.352109,110.563393,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
131,0.235966,0.346400,113.704987,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
132,0.244176,0.352109,116.846581,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
