# Run 3: x_init=0.581, y_init=0.566, heading_init=-1.107, lightX=0.447, lightY=0.450
timeStep,x,y,heading,sensorLeft,sensorMid,sensorRight,lightSensor,wheelLeft,wheelRight,state
0,0.585615,0.556646,-1.355279,0.000000,0.000000,0.000000,0.030493,0.170499,0.249501,SEEK_LIGHT
1,0.587754,0.546878,-1.568345,0.000000,0.000000,0.000000,0.029105,0.176089,0.243911,SEEK_LIGHT
2,0.587778,0.536878,-1.752057,0.000000,0.000000,0.000000,0.027278,0.180761,0.239239,SEEK_LIGHT
3,0.585976,0.527042,-1.911130,0.000000,0.000000,0.000000,0.025165,0.184683,0.235317,SEEK_LIGHT
4,0.582638,0.517615,-2.049459,0.000000,0.000000,0.090997,0.022890,0.187984,0.232016,SEEK_LIGHT
5,0.578032,0.508739,-2.170290,0.000000,0.000000,0.253996,0.020545,0.190769,0.229231,SEEK_LIGHT
6,0.572389,0.500483,-1.856131,0.000000,0.112996,0.367998,0.018202,0.700000,0.600000,WALL_FOLLOW_RIGHT
7,0.569575,0.490887,-0.913653,0.000000,0.000000,0.179994,0.016632,0.800000,0.500000,WALL_FOLLOW_RIGHT
8,0.575683,0.482970,-1.269706,0.000000,0.000000,0.000000,0.017582,0.153332,0.266668,SEEK_LIGHT
9,0.578649,0.473420,-1.575150,0.000000,0.000000,0.000000,0.017818,0.161387,0.258613,SEEK_LIGHT
10,0.578605,0.463420,-1.839036,0.000000,0.000000,0.000000,0.017442,0.168001,0.251999,SEEK_LIGHT
11,0.575955,0.453777,-2.068471,0.000000,0.000000,0.082997,0.016590,0.173484,0.246516,SEEK_LIGHT
12,0.571181,0.444990,-1.754312,0.000000,0.000000,0.328997,0.015398,0.700000,0.600000,WALL_FOLLOW_RIGHT
13,0.569356,0.435158,-2.026049,0.000000,0.000000,0.046998,0.015147,0.166752,0.253248,SEEK_LIGHT
14,0.564959,0.426177,-1.711890,0.000000,0.000000,0.363998,0.014443,0.700000,0.600000,WALL_FOLLOW_RIGHT
15,0.563553,0.416276,-2.020277,0.000000,0.000000,0.059998,0.014687,0.160919,0.259081,SEEK_LIGHT
16,0.559208,0.407269,-1.706117,0.000000,0.069997,0.415998,0.014387,0.700000,0.600000,WALL_FOLLOW_RIGHT
17,0.557859,0.397361,-2.044667,0.000000,0.000000,0.136995,0.015035,0.156118,0.263882,SEEK_LIGHT
18,0.553296,0.388463,-1.730508,0.000000,0.197995,0.484000,0.015065,0.700000,0.600000,WALL_FOLLOW_RIGHT
19,0.551705,0.378590,-1.416349,0.000000,0.000000,0.263996,0.016046,0.700000,0.600000,WALL_FOLLOW_RIGHT
20,0.553244,0.368709,-1.844814,0.000000,0.000000,0.000000,0.017882,0.141808,0.278192,SEEK_LIGHT
21,0.550538,0.359082,-1.530655,0.000000,0.000000,0.395998,0.018977,0.700000,0.600000,WALL_FOLLOW_RIGHT
22,0.550939,0.349090,-1.959671,0.000000,0.000000,0.000000,0.020981,0.141720,0.278280,SEEK_LIGHT
23,0.547148,0.339837,-5.101264,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
24,0.550939,0.349090,-8.242857,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
25,0.547148,0.339837,-11.384450,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
26,0.550939,0.349090,-14.526043,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
27,0.547148,0.339837,-17.667635,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
28,0.550939,0.349090,-20.809227,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
29,0.547148,0.339837,-23.950819,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
30,0.550939,0.349090,-27.092411,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
31,0.547148,0.339837,-30.234003,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
32,0.550939,0.349090,-33.375595,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
33,0.547148,0.339837,-36.517189,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
34,0.550939,0.349090,-39.658783,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
35,0.547148,0.339837,-42.800377,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
36,0.550939,0.349090,-45.941971,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
37,0.547148,0.339837,-49.083565,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
38,0.550939,0.349090,-52.225159,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
39,0.547148,0.339837,-55.366753,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
40,0.550939,0.349090,-58.508347,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
41,0.547148,0.339837,-61.649940,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
42,0.550939,0.349090,-64.791534,0.000000,0.000000,0.000000,0.020981,-0.500000,0.500000,TURN_LEFT
43,0.547148,0.339837,-67.933128,0.000000,0.155995,0.505000,0.022165,-0.500000,0.500000,TURN_LEFT
44,0.550939,0.349090,-67.719437,0.000000,0.000000,0.000000,0.020981,0.244011,0.175989,SEEK_LIGHT
45,0.552682,0.358937,-67.533524,0.000000,0.000000,0.000000,0.019451,0.239588,0.180412,SEEK_LIGHT
46,0.552575,0.368937,-67.370941,0.000000,0.000000,0.000000,0.017704,0.235876,0.184124,SEEK_LIGHT
47,0.550851,0.378787,-67.227966,0.293996,0.000000,0.000000,0.015840,0.232755,0.187245,SEEK_LIGHT
48,0.547740,0.388291,-67.542122,0.458999,0.000000,0.000000,0.013938,0.600000,0.700000,WALL_FOLLOW_LEFT
49,0.547719,0.398291,-67.345543,0.040998,0.000000,0.000000,0.012796,0.241287,0.178713,SEEK_LIGHT
50,0.545745,0.408094,-67.659698,0.391998,0.000000,0.000000,0.011482,0.600000,0.700000,WALL_FOLLOW_LEFT
51,0.546897,0.418027,-67.412331,0.000000,0.000000,0.000000,0.010973,0.249370,0.170630,SEEK_LIGHT
52,0.545582,0.427940,-67.726486,0.320997,0.000000,0.000000,0.010173,0.600000,0.700000,WALL_FOLLOW_LEFT
53,0.547394,0.437775,-67.433113,0.000000,0.000000,0.000000,0.010192,0.256691,0.163309,SEEK_LIGHT
54,0.546285,0.447713,-67.174858,0.281996,0.000000,0.000000,0.009823,0.251103,0.168897,SEEK_LIGHT
55,0.542675,0.457039,-64.033264,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
56,0.546285,0.447713,-60.891670,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
57,0.542675,0.457039,-57.750076,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
58,0.546285,0.447713,-54.608482,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
59,0.542675,0.457039,-51.466888,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
60,0.546285,0.447713,-48.325294,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
61,0.542675,0.457039,-45.183701,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
62,0.546285,0.447713,-42.042107,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
63,0.542675,0.457039,-38.900513,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
64,0.546285,0.447713,-35.758919,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
65,0.542675,0.457039,-32.617325,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
66,0.546285,0.447713,-29.475733,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
67,0.542675,0.457039,-26.334141,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
68,0.546285,0.447713,-23.192549,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
69,0.542675,0.457039,-20.050957,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
70,0.546285,0.447713,-16.909365,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
71,0.542675,0.457039,-13.767772,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
72,0.546285,0.447713,-10.626179,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
73,0.542675,0.457039,-7.484586,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
74,0.546285,0.447713,-4.342994,0.000000,0.000000,0.000000,0.009823,0.500000,-0.500000,TURN_RIGHT
75,0.542675,0.457039,-1.201401,0.542001,0.200995,0.000000,0.009162,0.500000,-0.500000,TURN_RIGHT
76,0.546285,0.447713,-1.555119,0.000000,0.000000,0.000000,0.009823,0.153704,0.266296,SEEK_LIGHT
77,0.546442,0.437715,-1.863179,0.000000,0.000000,0.017999,0.010004,0.160971,0.259029,SEEK_LIGHT
78,0.543560,0.428139,-1.549020,0.000000,0.000000,0.492000,0.009770,0.700000,0.600000,WALL_FOLLOW_RIGHT
79,0.543777,0.418141,-1.893344,0.000000,0.000000,0.060998,0.010353,0.155199,0.264801,SEEK_LIGHT
80,0.540608,0.408657,-5.034937,0.000000,0.141995,0.542001,0.010449,-0.500000,0.500000,TURN_LEFT
